종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
"033250","체시스","KOSPI",,"1379","6","0.44","1381","1381","1357","17814","24275067","44128000000","32000000"
"047820","초록뱀미디어","KOSDAQ","관리종목(소속부없음)","5400","0","0.00","0","0","0","0","0","132051222000","24453930"
"094360","칩스앤미디어","KOSDAQ","벤처기업부","22600","-300","-1.31","22700","22700","22450","21756","490630150","470602602400","20823124"
"016790","카나리아바이오","KOSDAQ","관리종목(소속부없음)","994","0","0.00","0","0","0","0","0","187340898626","188471729"
"016920","카스","KOSDAQ","중견기업부","1487","-1","-0.07","1486","1495","1484","1746","2596588","39395891006","26493538"
"284620","카이노스메드","KOSDAQ","기술성장기업부","4840","-50","-1.02","5010","5420","4835","1154476","5901973195","135144396640","27922396"
"446600","카이바이오텍","KONEX","일반기업부","6340","0","0.00","0","0","0","0","0","6221321540","981281"
"035720","카카오","KOSPI",,"49700","-100","-0.20","50200","50600","49400","365584","18289261300","22128621183900","445243887"
"293490","카카오게임즈","KOSDAQ GLOBAL","우량기업부","22200","-50","-0.22","22250","22350","22150","30953","688460950","1834391705400","82630257"
"323410","카카오뱅크","KOSPI",,"24600","-1000","-3.91","25700","25750","24400","595095","14734357600","11732259970200","476921137"
"377300","카카오페이","KOSPI",,"36100","150","0.42","35950","36400","35650","33055","1191253550","4854367649800","134470018"
"140430","카티스","KOSDAQ","벤처기업부","5370","-50","-0.92","5340","5480","5330","577371","3123007890","96246225390","17922947"
"042000","카페24","KOSDAQ","기술성장기업부","18080","1880","11.60","16890","18470","16700","1103063","19557689720","438495216320","24253054"
"006380","카프로","KOSPI",,"3660","0","0.00","0","0","0","0","0","29280000000","8000000"
"317530","캐리소프트","KOSDAQ","기술성장기업부","4580","45","0.99","4535","4595","4535","1925","8772220","31928077680","6971196"
"071850","캐스텍코리아","KOSDAQ","중견기업부","1801","-1","-0.06","1939","2050","1785","47536","87954472","29841107588","16569188"
"050110","캠시스","KOSDAQ","중견기업부","1427","-3","-0.21","1426","1430","1421","10890","15503355","105347016386","73824118"
"452300","캡스톤파트너스","KOSDAQ","중견기업부","4470","-25","-0.56","4465","4525","4445","15317","68568695","62851574850","14060755"
"119860","커넥트웨이브","KOSDAQ","우량기업부","17880","0","0.00","17880","17890","17880","73738","1318468060","835839632040","46747183"
"451760","컨텍","KOSDAQ","기술성장기업부","19330","640","3.42","18720","19370","18690","60121","1143487180","288799401080","14940476"
"900310","컬러레이","KOSDAQ","외국기업(소속부없음)","811","8","1.00","803","811","797","9892","7955838","51937798425","64041675"
"078340","컴투스","KOSDAQ","우량기업부","41550","250","0.61","41350","41600","41300","5164","214136900","529253720250","12737755"
"063080","컴투스홀딩스","KOSDAQ","중견기업부","31000","150","0.49","31200","31200","30900","805","24977450","204450952000","6595192"
"307930","컴퍼니케이","KOSDAQ","중견기업부","6960","50","0.72","6920","7010","6880","33001","230067720","108645600000","15610000"
"079190","케스피온","KOSDAQ","벤처기업부","772","7","0.92","765","787","765","9370","7240061","29610456808","38355514"
"263700","케어랩스","KOSDAQ","중견기업부","4025","-20","-0.49","4045","4050","3995","5157","20743630","78142155000","19414200"
"214370","케어젠","KOSDAQ","벤처기업부","21500","-100","-0.46","21450","21850","21400","11405","245808400","1154872500000","53715000"
"221980","케이디켐","KOSDAQ","우량기업부","12380","20","0.16","12390","12440","12360","266","3294560","49950824000","4034800"
"038530","케이바이오","KOSDAQ","중견기업부","280","2","0.72","278","282","277","42736","11911577","32400017160","115714347"
"001620","케이비아이동국실업","KOSPI",,"621","5","0.81","617","621","616","13164","8137221","69112972251","111293031"
"424140","케이비제21호스팩","KOSDAQ","SPAC(소속부없음)","2090","-10","-0.48","2090","2090","2090","10","20900","16113900000","7710000"
"192250","케이사인","KOSDAQ","벤처기업부","1349","6","0.45","1337","1353","1337","54048","72597416","95335525693","70671257"
"029460","케이씨","KOSPI",,"23550","50","0.21","23500","23600","23300","4041","94924350","319197736200","13554044"
"115500","케이씨에스","KOSDAQ","중견기업부","7060","0","0.00","7040","7070","7000","2202","15480880","84720000000","12000000"
"281820","케이씨텍","KOSPI",,"35500","-750","-2.07","36200","36250","35350","16206","576790850","740585238000","20861556"
"089150","케이씨티","KOSDAQ","중견기업부","2730","5","0.18","2735","2740","2725","5725","15636550","46819500000","17150000"
"025880","케이씨피드","KOSDAQ","중견기업부","2520","5","0.20","2525","2535","2520","4646","11734465","42123962160","16715858"
"093320","케이아이엔엑스","KOSDAQ","우량기업부","89500","1100","1.24","88400","89700","88200","2406","213765700","436760000000","4880000"
"093640","케이알엠","KOSDAQ","벤처기업부","8500","50","0.59","8520","8520","8420","1201","10160770","248313747000","29213382"
"073010","케이에스피","KOSDAQ","우량기업부","4110","40","0.98","4125","4165","4070","91208","375735205","165186037500","40191250"
"105330","케이엔더블유","KOSDAQ","우량기업부","7690","10","0.13","7680","7720","7670","447","3434680","123501615320","16060028"
"053080","케이엔솔","KOSDAQ","우량기업부","16410","-280","-1.68","16720","16720","16400","33776","556899170","213326832870","12999807"
"199430","케이엔알시스템","KOSDAQ","기술성장기업부","17630","-180","-1.01","17750","17890","17580","22954","405561330","191597780190","10867713"
"432470","케이엔에스","KOSDAQ","벤처기업부","30100","100","0.33","30000","30400","30000","2418","73179900","130552067800","4337278"
"272110","케이엔제이","KOSDAQ","우량기업부","20000","140","0.70","20050","20050","19830","9871","196916340","159507900000","7975395"
"039420","케이엘넷","KOSDAQ","중견기업부","2660","5","0.19","2655","2660","2645","1218","3228910","64251581800","24154730"
"083550","케이엠","KOSDAQ","우량기업부","4325","45","1.05","4280","4325","4280","4431","19045215","53518527450","12374226"
"032500","케이엠더블유","KOSDAQ","중견기업부","15540","40","0.26","15370","15620","15370","17213","266166260","618816521820","39820883"
"225430","케이엠제약","KOSDAQ","벤처기업부","820","-5","-0.61","825","825","820","3839","3158940","22867381000","27887050"
"102370","케이옥션","KOSDAQ","기술성장기업부","4340","15","0.35","4310","4340","4310","583","2521130","118174771400","27229210"
"068100","케이웨더","KOSDAQ","기술성장기업부","6140","10","0.16","6160","6200","6110","4179","25730670","61029229960","9939614"
"381970","케이카","KOSPI",,"13630","400","3.02","13250","13730","13250","37834","513998020","656721654990","48182073"
"145270","케이탑리츠","KOSPI",,"1008","1","0.10","1005","1009","1005","5475","5505874","48445260192","48060774"
"036030","케이티알파","KOSDAQ","우량기업부","5130","0","0.00","5140","5140","5110","1832","9401260","251468921790","49019283"
"064820","케이프","KOSDAQ","우량기업부","5830","-10","-0.17","5960","5970","5800","14104","82825140","180157074240","30901728"
"256940","케이피에스","KOSDAQ","벤처기업부","7050","-120","-1.67","7120","7160","7050","10330","73216250","132178038900","18748658"
"024880","케이피에프","KOSDAQ","우량기업부","4650","0","0.00","4615","4690","4615","4584","21315670","96175010700","20682798"
"042040","케이피엠테크","KOSDAQ","중견기업부","384","-2","-0.52","386","389","384","33995","13109169","66992992128","174460917"
"054410","케이피티유","KOSDAQ","벤처기업부","4900","95","1.98","4805","4900","4805","653","3137760","28059575600","5726444"
"258610","케일럼","KOSDAQ","중견기업부","2370","20","0.85","2350","2395","2335","9580","22607645","63485505210","26787133"
"274090","켄코아에어로스페이스","KOSDAQ","기술성장기업부","11520","-10","-0.09","11550","11550","11410","2194","25155300","148760363520","12913226"
"402420","켈스","KONEX","일반기업부","11980","0","0.00","0","0","0","0","0","26673949200","2226540"
"089010","켐트로닉스","KOSDAQ","우량기업부","29200","-300","-1.02","29000","29500","28700","112323","3267240700","447762903200","15334346"
"220260","켐트로스","KOSDAQ","우량기업부","6840","-10","-0.15","6870","6900","6820","10161","69609510","181658819880","26558307"
"176590","코나솔","KONEX","일반기업부","6800","40","0.59","6800","6800","6800","1","6800","39598664400","5823333"
"052400","코나아이","KOSDAQ","우량기업부","17590","130","0.74","17650","17650","17280","978","17091630","262090982410","14899999"
"402030","코난테크놀로지","KOSDAQ","기술성장기업부","25050","-250","-0.99","25300","25300","24850","3519","88182100","286113284400","11421688"
"391710","코닉오토메이션","KOSDAQ","중견기업부","3300","-20","-0.60","3320","3350","3285","21587","71195045","136960632600","41503222"
"046070","코다코","KOSDAQ","관리종목(소속부없음)","257","0","0.00","0","0","0","0","0","10996016392","42786056"
"047770","코데즈컴바인","KOSDAQ","중견기업부","1658","10","0.61","1648","1659","1648","99","163637","62743034116","37842602"
"080530","코디","KOSDAQ","벤처기업부","1856","17","0.92","1850","1899","1802","15002","27787740","75616650880","40741730"
"417310","코람코더원리츠","KOSPI",,"4960","0","0.00","4960","4960","4950","495","2450750","200384000000","40400000"
"357120","코람코라이프인프라리츠","KOSPI",,"4770","10","0.21","4765","4775","4760","12076","57571090","422309440980","88534474"
"104540","코렌텍","KOSDAQ","기술성장기업부","9440","10","0.11","9430","9500","9410","789","7446990","120429572800","12757370"
"027050","코리아나","KOSDAQ","중견기업부","3130","90","2.96","3040","3140","3040","155116","480611615","125200000000","40000000"
"007815","코리아써우","KOSPI",,"6660","30","0.45","6670","6670","6630","7","46540","19744835400","2964690"
"007810","코리아써키트","KOSPI",,"16570","-50","-0.30","16620","16650","16520","10300","170810450","391395844070","23620751"
"00781K","코리아써키트2우B","KOSPI",,"7010","0","0.00","0","0","0","0","0","5517240960","783699"
"190650","코리아에셋투자증권","KOSDAQ","우량기업부","5370","40","0.75","5330","5370","5330","71","379800","34303560000","6388000"
"123410","코리아에프티","KOSDAQ","우량기업부","7300","40","0.55","7370","7550","7280","372110","2754820820","203239767200","27841064"
"003690","코리안리","KOSPI",,"8070","0","0.00","8120","8120","8070","10175","82160790","1334515934820","165367526"
"036690","코맥스","KOSDAQ","관리종목(소속부없음)","2885","0","0.00","0","0","0","0","0","45885746130","15904938"
"049430","코메론","KOSDAQ","우량기업부","8610","20","0.23","8630","8630","8600","187","1608960","77903280000","9048000"
"183300","코미코","KOSDAQ GLOBAL","우량기업부","96400","1400","1.47","94000","96600","93400","15869","1517506800","1008409937600","10460684"
"041960","코미팜","KOSDAQ","벤처기업부","4150","0","0.00","4110","4170","4110","9136","37723955","293008525600","70604464"
"089890","코세스","KOSDAQ","우량기업부","16110","30","0.19","16110","16340","15780","56608","905268780","267183737820","16584962"
"360350","코셈","KOSDAQ","기술성장기업부","17120","-120","-0.70","17240","17260","16910","23537","401102230","96932926400","5661970"
"189350","코셋","KONEX","일반기업부","2015","0","0.00","0","0","0","0","0","9672000000","4800000"
"082660","코스나인","KOSDAQ","투자주의환기종목(소속부없음)","476","0","0.00","476","490","461","455666","216091853","41231533644","86620869"
"192820","코스맥스","KOSPI",,"142300","3700","2.67","139800","142300","137900","12051","1699789000","1615035130700","11349509"
"044820","코스맥스비티아이","KOSPI",,"9590","50","0.52","9600","9600","9540","22","210590","92101602390","9603921"
"222040","코스맥스엔비티","KOSDAQ","중견기업부","4455","35","0.79","4420","4455","4420","1014","4515185","91897740000","20628000"
"241710","코스메카코리아","KOSDAQ","우량기업부","41250","850","2.10","40400","41450","40200","36349","1493426750","440550000000","10680000"
"005070","코스모신소재","KOSPI",,"146000","-1800","-1.22","148000","148000","145700","13472","1971372800","4746570376000","32510756"
"005420","코스모화학","KOSPI",,"31300","-150","-0.48","31400","31500","31150","8998","281759500","1202177536400","38408228"
"355150","코스텍시스","KOSDAQ","벤처기업부","8850","-80","-0.90","8840","8970","8310","13401","117661410","68204914500","7706770"
"169670","코스텍시스템","KONEX","일반기업부","12500","210","1.71","12500","12500","12500","2","25000","35855012500","2868401"
"071950","코아스","KOSPI",,"458","-3","-0.65","460","460","458","4187","1921486","14155502180","30907210"
"166480","코아스템켐온","KOSDAQ","벤처기업부","10910","-110","-1.00","11050","11190","10890","27081","297430290","358615802160","32870376"
"045970","코아시아","KOSDAQ","중견기업부","7540","-190","-2.46","7690","7690","7520","37497","284295820","198414165040","26314876"
"196450","코아시아씨엠","KOSDAQ","중견기업부","1257","-2","-0.16","1247","1257","1246","1940","2422477","56966714574","45319582"
"384470","코어라인소프트","KOSDAQ","기술성장기업부","14120","650","4.83","13540","14120","13440","55013","760684110","181005183680","12819064"
"029960","코엔텍","KOSDAQ","우량기업부","7030","10","0.14","7000","7040","7000","3380","23736040","351500000000","50000000"
"002020","코오롱","KOSPI",,"16400","-20","-0.12","16530","16530","16400","637","10459120","207073386400","12626426"
"138490","코오롱ENP","KOSPI",,"7220","30","0.42","7170","7250","7170","2800","20176530","274360000000","38000000"
"003070","코오롱글로벌","KOSPI",,"8390","0","0.00","8470","8470","8370","605","5080460","158845462070","18932713"
"003075","코오롱글로벌우","KOSPI",,"12910","-20","-0.15","12910","12910","12910","6","77460","9562914670","740737"
"450140","코오롱모빌리티그룹","KOSPI",,"3325","-40","-1.19","3255","3380","3245","241131","797004190","208734356250","62777250"
"45014K","코오롱모빌리티그룹우","KOSPI",,"6180","0","0.00","0","0","0","0","0","14663036400","2456120"
"102940","코오롱생명과학","KOSDAQ","중견기업부","21950","50","0.23","21800","22050","21750","490","10721550","250501214200","11412356"
"002025","코오롱우","KOSPI",,"13290","180","1.37","13290","13290","13290","1","13290","14305223100","1076390"
"120110","코오롱인더","KOSPI",,"40550","100","0.25","40450","40600","40350","6232","252485600","1115899140050","27519091"
"120115","코오롱인더우","KOSPI",,"22900","0","0.00","22900","22900","22900","62","1419800","63383994000","2767860"
"950160","코오롱티슈진","KOSDAQ","외국기업(소속부없음)","12210","10","0.08","12190","12300","12170","5977","73056230","906900436200","74275220"
"021240","코웨이","KOSPI",,"59500","-500","-0.83","59400","60200","59300","4882","290661000","4391077330500","73799619"
"033290","코웰패션","KOSDAQ","우량기업부","3215","15","0.47","3200","3230","3200","39003","125280715","180542507715","56156301"
"056360","코위버","KOSDAQ","우량기업부","6120","20","0.33","6140","6140","6110","945","5786420","59956416000","9796800"
"282880","코윈테크","KOSDAQ","우량기업부","23500","100","0.43","23400","23500","23300","2933","68674650","261832464500","11141807"
"121850","코이즈","KOSDAQ","벤처기업부","1180","-7","-0.59","1190","1190","1174","3066","3630694","36124726500","30614175"
"448710","코츠테크놀로지","KOSDAQ","벤처기업부","23100","50","0.22","23100","23500","23050","14060","325983100","117389395200","5081792"
"126730","코칩","KOSDAQ","벤처기업부","27200","2150","8.58","24800","27750","24600","999765","26372136000","231294112000","8503460"
"015710","코콤","KOSDAQ","중견기업부","4350","15","0.35","4335","4355","4320","2459","10674815","76257675000","17530500"
"052330","코텍","KOSDAQ","우량기업부","7850","-120","-1.51","7960","7960","7850","1321","10391440","122260233200","15574552"
"322780","코퍼스코리아","KOSDAQ","중견기업부","1696","-5","-0.29","1710","1710","1694","2671","4535125","64333711648","37932613"
"036420","콘텐트리중앙","KOSPI",,"12850","-210","-1.61","13060","13060","12800","10451","134738410","247520657800","19262308"
"200130","콜마비앤에이치","KOSDAQ GLOBAL","우량기업부","15660","80","0.51","15540","15740","15540","4182","65424300","460647638280","29415558"
"024720","콜마홀딩스","KOSPI",,"8400","130","1.57","8280","8410","8250","10168","85030960","308863968000","36769520"
"031820","콤텍시스템","KOSPI",,"700","1","0.14","698","700","695","12721","8873204","84736026200","121051466"
"294570","쿠콘","KOSDAQ","벤처기업부","17750","-10","-0.06","17760","17770","17600","492","8720740","182020658750","10254685"
"192400","쿠쿠홀딩스","KOSPI",,"20200","50","0.25","20100","20250","20100","986","19864950","718356137000","35562185"
"284740","쿠쿠홈시스","KOSPI",,"23400","0","0.00","23350","23450","23000","1841","42875450","525033522000","22437330"
"317690","퀀타매트릭스","KOSDAQ","기술성장기업부","4250","110","2.66","4140","4250","4135","7626","32098615","70283996750","16537411"
"078940","퀀타피아","KOSDAQ","관리종목(소속부없음)","2855","0","0.00","0","0","0","0","0","151584163690","53094278"
"227100","퀀텀온","KOSDAQ","투자주의환기종목(소속부없음)","1805","210","13.17","1800","1970","1751","2058334","3856812703","28303508270","15680614"
"432720","퀄리타스반도체","KOSDAQ","기술성장기업부","23850","-250","-1.04","24100","24100","23550","103530","2462357100","262090989000","10989140"
"456190","큐라켐","KONEX","일반기업부","21000","0","0.00","0","0","0","0","0","36840006000","1754286"
"365270","큐라클","KOSDAQ","기술성장기업부","16420","110","0.67","16340","16700","16210","31567","519141090","227504715640","13855342"
"348080","큐라티스","KOSDAQ","기술성장기업부","1497","-6","-0.40","1503","1511","1497","10248","15409571","63101558970","42152010"
"086460","큐러블","KONEX","일반기업부","4110","-720","-14.91","5000","5000","4110","32","132410","12080934000","2939400"
"060280","큐렉소","KOSDAQ","중견기업부","12270","20","0.16","12300","12340","12220","22290","273745060","504174177300","41089990"
"372320","큐로셀","KOSDAQ","기술성장기업부","33100","100","0.30","33300","33550","33000","51101","1700124350","466383137500","14090125"
"051780","큐로홀딩스","KOSDAQ","중견기업부","365","-4","-1.08","380","380","365","242075","89761425","49794194250","136422450"
"115180","큐리언트","KOSDAQ","벤처기업부","4375","-10","-0.23","4410","4410","4370","1227","5379835","119242331250","27255390"
"445680","큐리옥스바이오시스템즈","KOSDAQ","기술성장기업부","58400","600","1.04","57700","58900","56800","40626","2339165100","468513532800","8022492"
"182360","큐브엔터","KOSDAQ","우량기업부","14030","60","0.43","14030","14050","13940","10447","146244990","193679758610","13804687"
"405100","큐알티","KOSDAQ","벤처기업부","25550","-450","-1.73","26000","26000","25250","26555","677018600","313991640550","12289301"
"066310","큐에스아이","KOSDAQ","중견기업부","9570","-110","-1.14","9600","9650","9520","2385","22855140","88729412970","9271621"
"136660","큐엠씨","KONEX","일반기업부","799","-1","-0.13","799","799","799","1","799","7545596200","9443800"
"016600","큐캐피탈","KOSDAQ","중견기업부","322","-1","-0.31","320","323","320","26659","8544045","57395570064","178247112"
"355390","크라우드웍스","KOSDAQ","기술성장기업부","29350","-100","-0.34","29150","29400","28700","7426","215568550","121129533850","4127071"
"264900","크라운제과","KOSPI",,"8270","-40","-0.48","8320","8320","8260","922","7655800","103572239500","12523850"
"26490K","크라운제과우","KOSPI",,"10650","110","1.04","10550","10650","10550","3","31750","8238414000","773560"
"005740","크라운해태홀딩스","KOSPI",,"6150","40","0.65","6110","6170","6080","443","2705630","91311184050","14847347"
"005745","크라운해태홀딩스우","KOSPI",,"9900","0","0.00","9900","9900","9900","6","59400","5947187400","600726"
"259960","크래프톤","KOSPI",,"264500","4500","1.73","269000","271000","262500","144269","38502614000","12792408398500","48364493"
"096240","크레버스","KOSDAQ","우량기업부","18350","-190","-1.02","18540","18540","18290","15838","290909190","208055603000","11338180"
"040350","크레오에스지","KOSDAQ","중견기업부","986","-14","-1.40","1024","1024","922","291723","280967003","140971843392","142973472"
"215570","크로넥스","KONEX","일반기업부","900","50","5.88","900","900","900","100","90000","4570251300","5078057"
"110790","크리스에프앤씨","KOSDAQ","우량기업부","8000","-200","-2.44","8170","8170","8000","2471","19853240","187447680000","23430960"
"900250","크리스탈신소재","KOSDAQ","외국기업(소속부없음)","1327","-11","-0.82","1339","1356","1319","396953","527447795","173359285308","130640004"
"045520","크린앤사이언스","KOSDAQ","중견기업부","6160","20","0.33","6150","6180","6140","867","5328520","40040000000","6500000"
"036170","클라우드에어","KOSDAQ","중견기업부","927","7","0.76","925","930","917","1542","1424894","56885935302","61365626"
"214150","클래시스","KOSDAQ GLOBAL","우량기업부","45850","5200","12.79","40750","46500","40700","938537","41529318100","2934377946150","63999519"
"352770","클리노믹스","KOSDAQ","기술성장기업부","1557","-63","-3.89","1600","1632","1551","75536","119569181","51764431491","33246263"
"237880","클리오","KOSDAQ","우량기업부","35450","1300","3.81","34500","35500","34250","30076","1056729050","640629463850","18071353"
"139670","키네마스터","KOSDAQ","중견기업부","5030","10","0.20","4975","5050","4970","3050","15284265","71017614300","14118810"
"020120","키다리스튜디오","KOSPI",,"4775","145","3.13","4700","4830","4700","50345","238964695","176898307650","37046766"
"413600","키움제6호스팩","KOSDAQ","SPAC(소속부없음)","2295","-15","-0.65","2290","2300","2285","1526","3501295","7871850000","3430000"
"433530","키움제7호스팩","KOSDAQ","SPAC(소속부없음)","2145","-15","-0.69","2140","2145","2140","153","328075","8805225000","4105000"
"446840","키움제8호스팩","KOSDAQ","SPAC(소속부없음)","2155","0","0.00","2155","2155","2155","20","43100","12671400000","5880000"
"039490","키움증권","KOSPI",,"131200","-1300","-0.98","132400","132500","130700","2449","321336000","3349103827200","25526706"
"054780","키이스트","KOSDAQ","중견기업부","6090","20","0.33","6010","6100","6010","1662","10070650","119046059370","19547793"
"336040","타스컴","KONEX","일반기업부","4980","0","0.00","4980","4980","4980","1","4980","20936442900","4204105"
"219130","타이거일렉","KOSDAQ","중견기업부","41450","350","0.85","41100","41700","40400","23208","952786350","261727320500","6314290"
"346010","타이드","KONEX","일반기업부","2500","110","4.60","2500","2500","2500","10","25000","12150155000","4860062"
"318660","타임기술","KONEX","일반기업부","2600","100","4.00","2400","2600","2400","4","10000","5595462600","2152101"
"434190","탈로스","KONEX","일반기업부","4700","0","0.00","4700","4700","4700","10","47000","34636339800","7369434"
"360070","탑머티리얼","KOSDAQ","벤처기업부","56100","-400","-0.71","56100","56700","55900","3746","209969900","452678922300","8069143"
"180060","탑선","KONEX","일반기업부","11910","240","2.06","11910","11910","11910","1","11910","111330702060","9347666"
"065130","탑엔지니어링","KOSDAQ","중견기업부","6840","-60","-0.87","6900","7070","6780","17438","118930880","117579476880","17189982"
"134580","탑코미디어","KOSDAQ","중견기업부","3395","105","3.19","3250","3405","3250","30085","100978625","74777478965","22025767"
"014580","태경비케이","KOSPI",,"5740","50","0.88","5680","5750","5680","35327","202164580","158326994000","27583100"
"015890","태경산업","KOSPI",,"6060","-10","-0.16","6050","6080","6050","3620","21946390","177126225000","29228750"
"006890","태경케미컬","KOSPI",,"14690","260","1.80","14400","14830","14400","70853","1039829390","170404000000","11600000"
"023160","태광","KOSDAQ","우량기업부","13250","160","1.22","13140","13330","13000","90699","1195231250","351125000000","26500000"
"003240","태광산업","KOSPI",,"655000","-5000","-0.76","660000","661000","653000","63","41310000","729277000000","1113400"
"011280","태림포장","KOSPI",,"2895","-5","-0.17","2895","2910","2860","4337","12504370","204983196300","70805940"
"323280","태성","KOSDAQ","벤처기업부","5050","515","11.36","4950","5340","4760","6440413","32912418590","130394686500","25820730"
"053620","태양","KOSDAQ","우량기업부","7290","50","0.69","7240","7290","7240","138","1005380","62694000000","8600000"
"052960","태양3C","KONEX","일반기업부","3995","0","0.00","3995","3995","3995","2","7990","19523876610","4887078"
"004100","태양금속","KOSPI",,"2280","10","0.44","2280","2315","2260","115300","262821260","83676000000","36700000"
"004105","태양금속우","KOSPI",,"4680","60","1.30","4680","4680","4680","1800","8412000","15444000000","3300000"
"116100","태양기계","KONEX","일반기업부","1490","0","0.00","0","0","0","0","0","9297579140","6239986"
"009410","태영건설","KOSPI",,"2310","0","0.00","0","0","0","0","0","89856916380","38899098"
"009415","태영건설우","KOSPI",,"3565","0","0.00","0","0","0","0","0","4642136230","1302142"
"044490","태웅","KOSDAQ","우량기업부","22700","50","0.22","22600","23000","22500","28946","659297100","454167548700","20007381"
"124560","태웅로직스","KOSDAQ","우량기업부","3465","10","0.29","3445","3480","3420","30326","105005520","133113463560","38416584"
"001420","태원물산","KOSPI",,"4215","-25","-0.59","4240","4240","4215","378","1599560","32034000000","7600000"
"191420","테고사이언스","KOSDAQ","벤처기업부","22200","350","1.60","21850","22800","21850","4755","106100350","180016114800","8108834"
"073640","테라사이언스","KOSDAQ","관리종목(소속부없음)","654","0","0.00","0","0","0","0","0","62514162216","95587404"
"066700","테라젠이텍스","KOSDAQ","우량기업부","4000","-10","-0.25","4000","4015","3995","3542","14164715","129897740000","32474435"
"095610","테스","KOSDAQ GLOBAL","우량기업부","24100","100","0.42","24000","24300","23800","67603","1626901900","476414246600","19768226"
"055490","테이팩스","KOSPI",,"25650","-200","-0.77","25900","25950","25400","8667","222498300","122213272500","4764650"
"308700","테크엔","KONEX","일반기업부","199","0","0.00","0","0","0","0","0","796000000","4000000"
"064520","테크엘","KOSDAQ","중견기업부","3515","-10","-0.28","3520","3525","3480","2295","8022670","77439045845","22031023"
"089030","테크윙","KOSDAQ","우량기업부","32900","-50","-0.15","33300","33400","32700","95209","3140015050","1228934920500","37353645"
"258050","테크트랜스","KONEX","일반기업부","639","76","13.50","640","640","639","3100","1981900","6386320638","9994242"
"054450","텔레칩스","KOSDAQ","우량기업부","25400","-450","-1.74","25800","25900","25350","43511","1111051700","384663518200","15144233"
"078000","텔코웨어","KOSPI",,"10350","-60","-0.58","10410","10410","10350","11","114090","100423007100","9702706"
"200230","텔콘RF제약","KOSDAQ","중견기업부","809","8","1.00","800","809","796","43244","34732304","93839891089","115994921"
"214420","토니모리","KOSPI",,"9170","360","4.09","8850","9210","8850","175452","1592555390","220582506830","24054799"
"393210","토마토시스템","KOSDAQ","기술성장기업부","8690","-30","-0.34","8580","8700","8440","135903","1163818750","133448367360","15356544"
"215480","토박스코리아","KOSDAQ","중견기업부","3465","60","1.76","3470","3495","3445","5306","18397745","32571000000","9400000"
"051360","토비스","KOSDAQ","벤처기업부","19490","-810","-3.99","20150","20250","19000","208148","4046167130","315095960420","16167058"
"045340","토탈소프트","KOSDAQ","벤처기업부","5490","10","0.18","5500","5500","5430","6393","34935920","46983639600","8558040"
"108230","톱텍","KOSDAQ","벤처기업부","8300","-20","-0.24","8300","8390","8230","4450","36791280","315592933500","38023245"
"079970","투비소프트","KOSDAQ","벤처기업부","302","-1","-0.33","306","306","301","36313","11026790","23708510906","78505003"
"199800","툴젠","KOSDAQ","기술성장기업부","68000","-800","-1.16","67000","69400","65900","28977","1961795700","539257544000","7930258"
"417790","트루엔","KOSDAQ","벤처기업부","10580","30","0.28","10550","10580","10480","5845","61426330","116376297000","10999650"
"105550","트루윈","KOSDAQ","중견기업부","2335","135","6.14","2200","2370","2200","196847","455967865","133096036740","57000444"
"290090","트윔","KOSDAQ","벤처기업부","11170","-120","-1.06","11190","11190","11060","1283","14241800","82973753560","7428268"
"026150","특수건설","KOSDAQ","중견기업부","7440","40","0.54","7390","7470","7360","16945","125731090","130544702640","17546331"
"322180","티라유텍","KOSDAQ","벤처기업부","4770","-50","-1.04","4830","4830","4770","676","3234905","78797895750","16519475"
"117730","티로보틱스","KOSDAQ","벤처기업부","17550","-120","-0.68","17710","17710","17530","20626","362568460","313040403000","17837060"
"033830","티비씨","KOSDAQ","중견기업부","901","0","0.00","901","901","899","2023","1822211","90100000000","100000000"
"057680","티사이언티픽","KOSDAQ","벤처기업부","1305","-24","-1.81","1329","1329","1298","10749","14033462","89646682680","68694776"
"204610","티쓰리","KOSDAQ","벤처기업부","1207","7","0.58","1192","1208","1192","8915","10727215","81438366040","67471720"
"064760","티씨케이","KOSDAQ GLOBAL","우량기업부","124500","1200","0.97","123500","124500","122300","3305","407663700","1453537500000","11675000"
"246710","티앤알바이오팹","KOSDAQ","기술성장기업부","8420","-130","-1.52","8550","8550","8420","2113","17854870","181424291760","21546828"
"340570","티앤엘","KOSDAQ","우량기업부","58000","300","0.52","57700","58200","56600","35585","2035259900","471424000000","8128000"
"043220","티에스넥스젠","KOSDAQ","중견기업부","1004","24","2.45","964","1014","942","492437","482488947","115929644092","115467773"
"277880","티에스아이","KOSDAQ","기술성장기업부","7460","0","0.00","7500","7500","7410","668","4967800","150399806720","20160832"
"131290","티에스이","KOSDAQ GLOBAL","우량기업부","83700","4600","5.82","78600","84800","78600","76135","6254050400","925841607300","11061429"
"019180","티에이치엔","KOSPI",,"3740","5","0.13","3735","3740","3720","8726","32578105","67320000000","18000000"
"425420","티에프이","KOSDAQ","벤처기업부","38650","-250","-0.64","38850","38850","38150","5666","217990650","439875650000","11381000"
"131100","티엔엔터테인먼트","KOSDAQ","중견기업부","1888","54","2.94","1836","1889","1836","11380","21231614","52955099776","28048252"
